,Date,Open,High,Low,Close,Adj Close,Volume,open_close_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,adjclose_lastadjclose_ratio,close_ma5_ratio,close_ma10_ratio,close_ma15_ratio,close_ma20_ratio,close_ma25_ratio,close_ma30_ratio,label
40,2012-11-01,45.75,46.490002000000004,45.68,45.939999,39.324490000000004,12166000,-0.004135807665124225,0.011972203133918224,-0.005659534298204982,0.006793732044844791,0.0067933639206203544,0.0008707314077218697,0.011427967162123798,0.008677999027964178,0.0075859916757943235,0.002873323527934568,-0.0013350646060454885,1
41,2012-11-02,46.25,46.549999,45.990002000000004,46.0,39.375854,11050500,0.005434782608695565,0.011956499999999926,-0.00021734782608684444,0.0013060731673066872,0.001306158070962793,8.696086956572202e-05,0.007086954347826024,0.007942023188405978,0.006510858695652155,0.0024260773913042932,-0.0015579811594202964,0
42,2012-11-05,45.82,46.0,45.310001,45.669998,39.093379999999996,8981200,0.003284475729558922,0.007225794054118495,-0.007882570960480395,-0.007173956521739133,-0.007173787265667975,0.004554456078583957,0.009349722327555376,0.015546344743289309,0.013291032988440143,0.010054773376604764,0.0062258560495958015,1
43,2012-11-06,45.689999,46.32,45.68,45.919998,39.307369,8735300,-0.005008689242538722,0.008710845327127403,-0.005226437509862292,0.005474053228555098,0.005473791214778645,-0.0019163502576802216,0.0014373193134722406,0.010452994067348786,0.007382434990524267,0.005270067302703518,0.0014808675151365414,0
44,2012-11-07,45.549999,45.669998,44.18,44.459998999999996,38.057621000000005,24067900,0.024516419804687883,0.027215452703901466,-0.006297773421002462,-0.031794404694878375,-0.03179424193972369,0.02559603746279948,0.02977959131308139,0.04044085561045563,0.03834908655755953,0.03759785059824239,0.03385816015575416,0
45,2012-11-08,44.509997999999996,44.77,43.84,43.84,37.526897,16329900,0.015282801094890441,0.021213503649635035,0.0,-0.013945097029804066,-0.013945275244608868,0.030520050182482494,0.03966696395985414,0.05009123023114337,0.05037635606751811,0.05078465693430667,0.04751367244525517,1
46,2012-11-09,43.689999,44.32,43.619999,44.049999,37.706657,13995200,-0.00817253140005747,0.006129421251519274,-0.009761634727846413,0.004790123175182348,0.004790164238732686,0.016753684829823534,0.030556198196508788,0.04003028165032796,0.04360954696048913,0.04420432245639794,0.04179342735815572,0
47,2012-11-12,44.470001,44.52,43.880001,44.02,37.680984,7329800,0.010222648796001765,0.011358473421172244,-0.003180349840981478,-0.0006810215818618959,-0.000680861207080663,0.009950004543390012,0.026079045888232733,0.03477206421323609,0.04269648909586521,0.0430077101317583,0.041587144479781735,0
48,2012-11-13,43.77,44.459998999999996,43.669998,43.68,37.389942,9599100,0.002060439560439553,0.017857119963369916,-0.00022898351648348303,-0.007723761926397121,-0.007723842880536402,0.007554935897436499,0.02841115842490849,0.03771366758241723,0.04859202152014652,0.048745408424908376,0.04861109966422483,0
49,2012-11-14,43.700001,43.900002,42.91,43.049999,36.850662,14206900,0.015098769224129338,0.01974455330417091,-0.0032520093670618255,-0.01442309981684986,-0.014423130156232866,0.01574914322297727,0.037468065910988946,0.04758809092345517,0.059825795814768545,0.06103601535507597,0.06227643427664975,0
50,2012-11-15,42.959998999999996,43.139998999999996,42.549999,42.799999,36.636665,12283200,0.0037383178443530785,0.007943925419250597,-0.005841121631801949,-0.00580720106404653,-0.0058071412665530175,0.01682243964538488,0.03619159430354224,0.048894096157961364,0.06091122805867344,0.06408412392719942,0.0664018792773029,1
51,2012-11-16,42.84,43.23,42.360001000000004,43.07,36.86779,16636500,-0.005340143951706455,0.0037148827490132152,-0.016484768980728925,0.0063084347268325125,0.006308570935700475,0.005897367076852511,0.022892946366380507,0.037969186595464555,0.04924540399349886,0.05506383840260076,0.05761936537419721,1
52,2012-11-19,43.32,43.400002,43.09,43.34,37.098904,9189700,-0.00046146746654363024,0.0013844485463774259,-0.0057683433317951005,0.006268864638959926,0.0062687240000010025,-0.003507161975080275,0.011144425473004205,0.02694969081679721,0.037378855560682656,0.04654359667743435,0.04889246500538391,1
53,2012-11-20,43.419998,43.669998,43.240002000000004,43.560001,37.287224,10905100,-0.0032140265561517722,0.0025251835967587954,-0.007346166038884938,0.005076165205353034,0.005076160740489888,-0.009090936430418806,0.0006198048526218081,0.017799170084194182,0.02815653516628691,0.03936635722299475,0.04151358567079311,1
54,2012-11-21,43.799999,43.93,43.630001,43.889998999999996,37.569702,7288000,-0.0020505810446702633,0.0009113921374206413,-0.005923855227246588,0.007575711488160719,0.00757573156961211,-0.012713584249568477,-0.008202308229717459,0.007503616788264944,0.017475522157109236,0.029090921601525155,0.031821990548082324,1
55,2012-11-23,43.990002000000004,44.290001000000004,43.919998,44.279999,37.903549,4477800,-0.0065491645562140155,0.0002258807639088367,-0.00813010406797876,0.008885851193571437,0.008886069950727826,-0.014724462843822228,-0.015943979583197265,-0.003869307524901555,0.006696040124120062,0.01741645387119406,0.021311363775475156,0
56,2012-11-26,44.0,44.330002,43.919998,44.200001,37.83506,9381100,-0.004524909399888921,0.0029411990284795575,-0.006334909358938767,-0.001806639607195959,-0.0018069284224545568,-0.007828076745970969,-0.013823556248335978,-0.00478133171686268,0.0066176163661173515,0.016371009584366547,0.022104040223890786,0
57,2012-11-27,44.029999,44.189999,43.849998,43.880001,37.561146,8869200,0.0034183681992165926,0.007064676229155076,-0.0006837511238889649,-0.007239818840728107,-0.007239687210751078,0.0018687146338034477,-0.006950799750437553,-0.00024311758789608007,0.011200973992685048,0.02006378076427162,0.02836520597769976,1
58,2012-11-28,43.75,44.610001000000004,43.540001000000004,44.599998,38.177464,10614800,-0.01905825197570632,0.00022428252126838188,-0.023766749944697185,0.01640831776644669,0.016408391799334288,-0.009641220163283282,-0.020919245332701508,-0.018355718311915403,-0.006860952101387929,0.0014170780904521063,0.011001530388708547,1
59,2012-11-29,44.950001,44.950001,44.48,44.709998999999996,38.271622,9559500,0.005367971491120116,0.005367971491120116,-0.0051442407771021825,0.002466390245129624,0.002466324112046836,-0.008409738501671371,-0.019615283373188963,-0.0203981067710004,-0.010333248945051277,-0.002630269797142981,0.007112514883602206,0
60,2012-11-30,44.540001000000004,44.709998999999996,44.119999,44.299999,37.920658,15017200,0.005417652492497815,0.009255079215690243,-0.004063205509327483,-0.009170208212261333,-0.00917034558922003,0.0008578013737654544,-0.007155740567849622,-0.01063956532670185,-0.003024820610041057,0.005164800116587154,0.014273903256747378,1
61,2012-12-03,44.470001,44.830002,44.419998,44.439999,38.040496999999995,11620100,0.0006751125264428115,0.008775945291987997,-0.00045006751687826085,0.003160270951699129,0.003160256343652801,-0.001215117039043978,-0.007200706732689133,-0.013171303926746925,-0.007920783256543218,0.0007020828240793531,0.008865899539436839,0
62,2012-12-04,44.380001,44.779999,44.380001,44.400002,38.006268,9996900,-0.0004504729526814133,0.008558490605473201,-0.0004504729526814133,-0.0009000225225027636,-0.0008998042270582651,0.0020269683771638736,-0.003918968291938496,-0.01171176223520587,-0.00845726088030363,-0.00010816035548821823,0.007102049229637641,0
63,2012-12-05,44.330002,44.759997999999996,44.23,44.389998999999996,37.9977,11647000,-0.0013515882259874656,0.008335188293201012,-0.0036043929624778315,-0.00022529278264460384,-0.00022543649905315544,0.001306614131710404,-0.0018247218252921416,-0.010422753107067861,-0.009957183148393334,-0.001468786696751101,0.005346564662009001,1
64,2012-12-06,44.450001,44.59,44.380001,44.509997999999996,38.100418,8817000,-0.0013479443427518722,0.001797393924843682,-0.002920624709980779,0.0027032890899592044,0.0027032688820638473,-0.0022915885100688316,-0.0031228601717753213,-0.010903881265807214,-0.012570173559657172,-0.0051673459971844915,0.001160823837077496,1
65,2012-12-07,44.529999,44.639998999999996,44.16,44.630001,38.203148,7869500,-0.0022406900685483233,0.00022401971265906262,-0.010531055107975584,0.002696090887265523,0.002696295877908872,-0.003495433486546351,-0.005019074501029008,-0.010829813783781672,-0.014340159884827175,-0.009016389670257752,-0.002472208473996207,0
66,2012-12-10,44.459998999999996,44.830002,44.419998,44.48,38.074740999999996,9347500,-0.00044966276978419817,0.007868750000000091,-0.0013489658273381222,-0.0033609902899174315,-0.003361162802604678,4.496402877718353e-05,-0.0010341816546760585,-0.005380701438848612,-0.010532830485611377,-0.007041377697841522,-0.00015738234412454588,1
67,2012-12-11,44.66,45.279999,44.5,45.189999,38.682495,13583500,-0.011728236595004216,0.0019915911040404577,-0.015268843002187227,0.015962207733813072,0.015962130904580762,-0.012170825673175845,-0.01383048492654304,-0.01827836582455622,-0.024784230466568524,-0.023067038350675917,-0.016685093678950103,1
68,2012-12-12,45.209998999999996,45.490002000000004,45.02,45.259997999999996,38.742416,11250000,-0.0011047061911050315,0.005081838492348334,-0.0053026515820878695,0.00154899317435242,0.0015490469267815943,-0.00985414979470356,-0.01389745090134531,-0.017292647693002317,-0.024547028261026393,-0.025161256966913736,-0.018861361122169407,0
69,2012-12-13,44.939999,44.939999,43.900002,43.950001,37.981911,13744400,0.02252555125084066,0.02252555125084066,-0.0011376336487455285,-0.02894381480087549,-0.019629777347907273,0.017110324980425196,0.01376561060829129,0.012089463509530773,0.005551732524420316,0.0034311407637965807,0.00910880146130899,0
70,2012-12-14,43.900002,43.959998999999996,43.41,43.540001000000004,37.627586,13186000,0.008268281849602932,0.009646256094481664,-0.002985783119297758,-0.009328782495363286,-0.009328782851394601,0.021681184619173788,0.021566347690254117,0.020486879027249882,0.015870434867468308,0.012604471001275375,0.016773814497615502,1
71,2012-12-17,43.630001,43.84,43.509997999999996,43.630001,37.705376,13280200,0.0,0.004813178894953474,-0.0027504697971472147,0.0020670647205542902,0.0020673662137136173,0.015677262991582674,0.01760254371756753,0.017510857570994354,0.014416657932233568,0.010130615399252418,0.01286573276341052,1
72,2012-12-18,43.59,44.400002,43.360001000000004,44.240002000000004,38.23254,14081000,-0.014692630438850385,0.0036166363645280253,-0.019891522608882384,0.013981228192041728,0.013981136270859507,-0.0026220930098510564,0.003209719565564262,0.004023458226787513,0.0014466070774590278,-0.0035986020072966696,-0.002177567713491535,0
73,2012-12-19,44.150002,44.459998999999996,43.610001000000004,43.66,37.731297,11693100,0.011223133302794341,0.018323385249656488,-0.001145190105359406,-0.013110352029369388,-0.013110376658207912,0.0032982363719655794,0.014864867155291117,0.015926094060161988,0.01486486142922594,0.009619785616124643,0.00935256833104292,0
74,2012-12-20,42.450001,42.779999,42.0,42.16,36.434978,33648000,0.006878581593928068,0.014705858633776048,-0.003795066413662118,-0.03435639028859372,-0.034356597919228626,0.030502865275142677,0.04539848908918409,0.04803921568627456,0.048920775616698275,0.044696391840607363,0.04344560009487686,0
75,2012-12-21,42.419998,42.459998999999996,41.450001,41.52,35.881882,28709200,0.021676252408477703,0.022639667630057536,-0.0016859104046242912,-0.015180265654648806,-0.015180357732067384,0.036657047206165805,0.054022162813102126,0.05973025208734728,0.06176541305394978,0.05956647206165688,0.057666983782916015,0
76,2012-12-24,41.43,41.75,41.310001,41.419998,35.795464,6482700,0.0002414775587387119,0.007967214291029201,-0.002655649572942953,-0.00240852601156083,-0.0024084021010936096,0.028488702486176187,0.049179191172341374,0.057428024662547594,0.06097300632414315,0.06053119172048249,0.05810402179803753,0
77,2012-12-26,41.450001,41.580002,41.220001,41.34,35.726341,7129500,0.002660885341073893,0.005805563618771048,-0.0029027334300919527,-0.0019313858972179743,-0.0019310547280516621,0.01644895016932768,0.04189647073052716,0.054539587163360714,0.05995403362360885,0.06064827866473155,0.057990641831962675,0
78,2012-12-27,41.209998999999996,41.41,40.799999,41.200001,35.60535,11401600,0.00024266989702237396,0.00509706298308088,-0.009708786172116901,-0.0033865263667151035,-0.0033866048583032216,0.007961135729099178,0.035582508845084515,0.05296113949123482,0.059429583508990635,0.0619611353892926,0.05957925826263932,0
79,2012-12-28,41.0,41.169998,40.630001,40.639998999999996,35.121387,11319400,0.008858292540804502,0.013041314297276507,-0.00024601378558097853,-0.013592281223488434,-0.01359242361049684,0.014370093857532185,0.04170770771918564,0.061122074994802045,0.06902069313535164,0.0733956917666263,0.07220310627140192,1
80,2012-12-31,40.279999,40.970001,40.02,40.939999,35.380653,14317400,-0.016121153300467927,0.0007328285474554885,-0.0224718862352683,0.00738188994542055,0.007381997755384839,0.004103576065060732,0.027723522904824494,0.047337591125328204,0.05708356026095629,0.062266753841395905,0.0628318082437338,1
81,2013-01-02,41.860001000000004,41.869999,40.939999,41.34,35.726341,15956900,0.012578640541848207,0.012820488630865823,-0.009675882922109413,0.009770420365667443,0.009770537587307837,-0.005999037252055972,0.012239958877600099,0.03213997581035355,0.04310594944363788,0.049221088534107116,0.051153035800677094,1
82,2013-01-03,41.889998999999996,42.43,41.110001000000004,42.330002,36.581905,23543400,-0.010394589634085127,0.0023623433799979665,-0.028821189283194326,0.02394779874213837,0.023947708498891718,-0.02456890505226017,-0.01594618634792433,0.0034962940312015522,0.016265011043467448,0.023217524062483896,0.025773632139209246,0
83,2013-01-04,42.459998999999996,42.5,41.82,41.970001,36.270790000000005,15428500,0.011674958025376103,0.012628043539955947,-0.0035740051566832687,-0.008504629884024006,-0.008504614508183628,-0.0125327802589279,-0.011532070251797588,0.006877912630977034,0.02209909525615683,0.029487703848279256,0.03330947978771759,1
84,2013-01-07,42.040001000000004,42.189999,41.849998,42.119999,36.40041,11503600,-0.001899287794379978,0.0016619183680417482,-0.0064102803041377054,0.0035739336770566066,0.0035736745739476383,-0.009021814079339885,-0.01514717747263028,0.0003957233395635029,0.01562205877545253,0.023361846708495726,0.028228891933259392,1
85,2013-01-08,42.25,42.689999,42.18,42.18,36.452271,14750900,0.0016595542911332917,0.012091014698909497,0.0,0.0014245252000124609,0.0014247366993944688,-0.004551910858226149,-0.014983406827880685,-0.003176857910541675,0.01127311640587969,0.01989568515884277,0.025106684052473183,1
86,2013-01-09,42.389998999999996,42.650002,42.200001,42.59,36.806595,10073100,-0.00469596149330842,0.001408828363465453,-0.00915705564686553,0.00972024656235182,0.009720217431720357,-0.008264841512091725,-0.021718710965015542,-0.014400875009782821,-0.0006809098379900735,0.00833998685137316,0.013978239805900738,1
87,2013-01-10,42.869999,43.150002,42.75,42.779999,36.970795,12970500,0.002103786865446322,0.008648971684174223,-0.0007012389130723884,0.004461117633246969,0.0044611570290595814,-0.010565666446134658,-0.022697499361792994,-0.02105343200218346,-0.007935927020474964,0.002346912630829978,0.008617753824631702,1
88,2013-01-11,42.709998999999996,43.330002,42.709998999999996,43.23,37.359688,12140100,-0.01202870691649316,0.0023132546842470347,-0.01202870691649316,0.01051895770264033,0.010518924464567148,-0.015035863983344333,-0.028174880869766494,-0.03190685789189551,-0.020610683553087927,-0.009160306268794938,-0.0029377770067083864,1
89,2013-01-14,43.310001,43.560001,43.049999,43.34,37.454758,11117100,-0.0006921781264421778,0.005076165205353034,-0.006691301338255684,0.0025445292620867033,0.0025447214655540673,-0.011905865251499281,-0.02441162898015703,-0.032548841716658505,-0.023800182279649307,-0.012754959852330772,-0.006522075065374833,0
90,2013-01-15,43.380001,43.540001000000004,42.810001,42.869999,37.048565,11876600,0.011896478000850808,0.015628691757142432,-0.001399533505937356,-0.010844508537148245,-0.010844897195704584,0.0021460369056698347,-0.009213879384508683,-0.019842917809880012,-0.013879146579872659,-0.0035735722783667434,0.003257933362676102,0
91,2013-01-16,42.889998999999996,43.040001000000004,42.5,42.540001000000004,36.763378,11909500,0.008227503332686625,0.011753643353228815,-0.0009403149755451423,-0.007697644219679001,-0.0076976530669946586,0.009684973914316997,0.0012928796122968489,-0.010484273378366216,-0.007510601610000056,0.002331899333993581,0.009551770657770353,1
92,2013-01-17,42.810001,42.849998,42.540001000000004,42.75,36.94487,15510600,0.0014035321637426712,0.0023391345029240007,-0.004912257309941381,0.004936506701069376,0.004936760707897836,0.004584795321637802,-0.0026432771929826293,-0.013146198830408795,-0.014128657309941395,-0.00487485286549727,0.0033060413255359133,1
93,2013-01-18,42.880001,42.98,42.650002,42.98,37.143634999999996,16434100,-0.002326640297812821,0.0,-0.007677943229408957,0.005380116959064152,0.005380043291531189,-0.0019543973941362758,-0.005630530479292739,-0.015666202885062264,-0.02019544206607704,-0.012322007445323413,-0.003156507677989806,1
94,2013-01-22,42.77,43.220001,42.610001000000004,43.200001,37.333763,12232600,-0.00995372662144145,0.00046296295224634854,-0.013657407091263618,0.0051186831084226725,0.005118723571346795,-0.007685203525804929,-0.00819446740290608,-0.01672841627943422,-0.02398150523190934,-0.01804631624892794,-0.009243848551454326,0
95,2013-01-23,43.0,43.080002,42.549999,42.82,37.005356,14174300,0.00420364315740307,0.006071975712284017,-0.00630548808967768,-0.008796319240825912,-0.008796514832967617,0.0008874451191036581,0.002101821578701202,-0.005075506772535543,-0.01380196286781843,-0.010004668846333775,-0.001860500544917043,1
96,2013-01-24,42.950001,43.209998999999996,42.93,43.0,37.160919,12496300,-0.0011627674418605016,0.00488369767441843,-0.0016279069767441978,0.00420364315740307,0.004203796877403354,-0.0011627860465112105,-0.001139534883721205,-0.006666663565890962,-0.01609302209302288,-0.014734882790698012,-0.007186045736434332,1
97,2013-01-25,43.119999,43.459998999999996,42.720001,43.459998999999996,37.558453,13167300,-0.007823285960038673,0.0,-0.017027105776049156,0.010697651162790534,0.010697636406677757,-0.00846753355884744,-0.010147239073797665,-0.015447133351290887,-0.024068086149748424,-0.025881249560084196,-0.019021298949715604,0
